parent_tax_id,tax_level,category,tax_id,name,kraken_classified_reads,nt_rpm
1300,2,bacteria,1301,Streptococcus,62328,153439
1301,1,bacteria,28037,Streptococcus mitis,9956,24509
1301,1,bacteria,1313,Streptococcus pneumoniae,9658,23776
1301,2,bacteria,2608887,unclassified Streptococcus,2855,7028
2608887,1,bacteria,712633,Streptococcus sp. oral taxon 431,707,1740
2608887,1,bacteria,2598453,Streptococcus sp. 116-D4,600,1477
2608887,1,bacteria,2759692,Streptococcus sp. Marseille-Q3533,233,573
2608887,1,bacteria,712623,Streptococcus sp. oral taxon 061,225,553
2608887,1,bacteria,2610896,Streptococcus sp. LPB0220,182,448
2608887,1,bacteria,2972784,Streptococcus sp. Marseille-Q6470,181,445
2608887,1,bacteria,1902136,Streptococcus sp. NPS 308,148,364
2608887,1,bacteria,1759399,Streptococcus sp. A12,72,177
2608887,1,bacteria,2576376,Streptococcus sp. 1643,53,130
2608887,1,bacteria,3038077,Streptococcus sp. D7B5,35,86
2608887,1,bacteria,2420310,Streptococcus sp. FDAARGOS_522,28,68
2608887,1,bacteria,712624,Streptococcus sp. oral taxon 064,28,68
2608887,1,bacteria,1839799,Streptococcus sp. FDAARGOS_192,12,29
2608887,1,bacteria,2598457,Streptococcus sp. KS 6,8,19
2608887,1,bacteria,2763068,Streptococcus sp. NSJ-72,7,17
2608887,1,bacteria,2664091,Streptococcus sp. zg-86,2,4
2608887,1,bacteria,1319,Streptococcus sp. 'group B',1,2
2608887,1,bacteria,1940319,Streptococcus sp. DAT741,1,2
1301,1,bacteria,1303,Streptococcus oralis,1642,4042
1301,1,bacteria,257758,Streptococcus pseudopneumoniae,1514,3727
1301,1,bacteria,1318,Streptococcus parasanguinis,1399,3444
1301,1,bacteria,1304,Streptococcus salivarius,1067,2626
1301,1,bacteria,1433513,Streptococcus gwangjuense,737,1814
1301,1,bacteria,2819619,Streptococcus toyakuensis,594,1462
1301,1,bacteria,68892,Streptococcus infantis,249,612
1301,2,bacteria,671232,Streptococcus anginosus group,203,499
671232,1,bacteria,1328,Streptococcus anginosus,112,275
671232,1,bacteria,1338,Streptococcus intermedius,58,142
671232,1,bacteria,76860,Streptococcus constellatus,22,54
1301,1,bacteria,1305,Streptococcus sanguinis,154,379
1301,1,bacteria,1307,Streptococcus suis,102,251
1301,1,bacteria,1302,Streptococcus gordonii,101,248
1301,1,bacteria,113107,Streptococcus australis,100,246
1301,1,bacteria,45634,Streptococcus cristatus,91,224
1301,1,bacteria,1314,Streptococcus pyogenes,78,192
1301,1,bacteria,1311,Streptococcus agalactiae,73,179
1301,1,bacteria,1308,Streptococcus thermophilus,64,157
1301,1,bacteria,684066,Streptococcus lactarius,57,140
1301,1,bacteria,33040,Streptococcus milleri,40,98
1301,1,bacteria,1156431,Streptococcus ilei,29,71
1301,2,bacteria,119603,Streptococcus dysgalactiae group,26,64
119603,1,bacteria,1336,Streptococcus equi,23,56
119603,1,bacteria,1334,Streptococcus dysgalactiae,3,7
1301,1,bacteria,1310,Streptococcus sobrinus,21,51
1301,1,bacteria,29389,Streptococcus alactolyticus,20,49
1301,1,bacteria,1501662,Streptococcus parasuis,19,46
1301,1,bacteria,1335,Streptococcus equinus,19,46
1301,1,bacteria,1234680,Streptococcus rubneri,19,46
1301,1,bacteria,1825069,Streptococcus marmotae,18,44
1301,1,bacteria,2382163,Streptococcus koreensis,17,41
1301,1,bacteria,82348,Streptococcus pluranimalium,16,39
1301,1,bacteria,1309,Streptococcus mutans,14,34
1301,1,bacteria,1346,Streptococcus iniae,13,32
1301,1,bacteria,1326,Streptococcus acidominimus,13,32
1301,1,bacteria,1349,Streptococcus uberis,13,32
1301,1,bacteria,1888195,Streptococcus himalayensis,12,29
1301,1,bacteria,1345,Streptococcus ferus,9,22
1301,1,bacteria,102886,Streptococcus didelphis,9,22
1301,1,bacteria,1343,Streptococcus vestibularis,8,19
1301,1,bacteria,1348,Streptococcus parauberis,8,19
1301,1,bacteria,1329,Streptococcus canis,8,19
1301,1,bacteria,1341,Streptococcus ratti,7,17
1301,1,bacteria,1111760,Streptococcus troglodytae,6,14
1301,1,bacteria,1814128,Streptococcus halotolerans,6,14
1301,1,bacteria,400065,Streptococcus merionis,5,12
1301,1,bacteria,1340,Streptococcus porcinus,5,12
1301,1,bacteria,254785,Streptococcus halichoeri,4,9
1301,1,bacteria,1811193,Streptococcus pantholopis,3,7
1301,1,bacteria,2781599,Streptococcus oriscaviae,3,7
1301,1,bacteria,2490633,Streptococcus periodonticum,3,7
1301,1,bacteria,2021971,Streptococcus respiraculi,3,7
1301,1,bacteria,2173853,Streptococcus chenjunshii,2,4
1301,1,bacteria,149016,Streptococcus urinalis,2,4
1301,1,bacteria,2686210,Streptococcus ruminicola,2,4
