parent_tax_id,tax_level,category,tax_id,name,kraken_classified_reads,bracken_classified_reads,nt_rpm
482,1,bacteria,28449,Neisseria subflava,203464,536043,28943
482,1,bacteria,2912188,Neisseria lisongii,182031,253153,13668
482,1,bacteria,485,Neisseria gonorrhoeae,62737,127388,6878
482,1,bacteria,487,Neisseria meningitidis,60739,4034536,217844
2623750,1,bacteria,1871109,Neisseria sp. RH3002v2g,13382,39715,2144
2623750,1,bacteria,3077590,Neisseria sp. DTU_2021_1001991_1_SI_NGA_ILE_055,12718,37304,2014
2623750,1,bacteria,2972775,Neisseria sp. Marseille-Q5346,12334,30907,1668
2623750,1,bacteria,641148,Neisseria sp. oral taxon 014,5196,11047,596
2623750,1,bacteria,2937985,Neisseria sp. Marseille-Q6792,1381,3376,182
2623750,1,bacteria,2995413,Neisseria sp. 3986,337,612,33
2623750,1,bacteria,655307,Neisseria sp. KEM232,316,407,21
2623750,1,bacteria,2912675,Neisseria sp. Dent CA1/247,273,429,23
2623750,1,bacteria,2995414,Neisseria sp. 51.81,102,744,40
2623750,1,bacteria,181655,Neisseria sp. CCUG 45853,21,221,11
2623750,1,bacteria,267212,Neisseria bacilliformis,38869,67435,3641
2623750,1,bacteria,488,Neisseria mucosa,26360,389481,21029
2623750,1,bacteria,484,Neisseria flavescens,11854,27590,1489
2623750,1,bacteria,486,Neisseria lactamica,9540,19643,1060
2623750,1,bacteria,495,Neisseria elongata,5468,13121,708
2623750,1,bacteria,640030,Neisseria zalophi,5367,6905,372
2623750,1,bacteria,490,Neisseria sicca,3651,231956,12524
2623750,1,bacteria,33053,Neisseria perflava,3635,58314,3148
2623750,1,bacteria,483,Neisseria cinerea,2825,6131,331
2623750,1,bacteria,607711,Neisseria wadsworthii,2563,3417,184
2623750,1,bacteria,194197,Neisseria dentiae,2089,2505,135
2623750,1,bacteria,1815583,Neisseria musculi,1976,2210,119
2623750,1,bacteria,492,Neisseria animalis,1453,1925,103
2623750,1,bacteria,326522,Neisseria animaloris,1049,1461,78
2623750,1,bacteria,2709396,Neisseria yangbaofengii,1010,1292,69
2623750,1,bacteria,1853276,Neisseria weixii,989,1234,66
2623750,1,bacteria,1470200,Neisseria arctica,904,1162,62
2623750,1,bacteria,1853278,Neisseria chenwenguii,801,985,53
2623750,1,bacteria,28091,Neisseria weaveri,792,1165,62
2623750,1,bacteria,607712,Neisseria shayeganii,521,687,37
2623750,1,bacteria,496,Neisseria macacae,486,4234,228
2623750,1,bacteria,1931275,Neisseria dumasiana,406,602,32
2623750,1,bacteria,2666100,Neisseria brasiliensis,334,471,25
2623750,1,bacteria,493,Neisseria canis,307,432,23
2623750,1,bacteria,326523,Neisseria zoodegmatis,32,55,2
32257,1,bacteria,1522312,Kingella negevensis,4059,6578,355
32257,1,bacteria,504,Kingella kingae,3184,5223,282
32257,1,bacteria,505,Kingella oralis,1566,2854,154
32257,1,bacteria,502,Kingella denitrificans,1414,4268,230
32257,1,bacteria,265175,Kingella potus,693,963,51
59,1,bacteria,61,Vitreoscilla stercoraria,4942,12714,686
59,1,bacteria,1689272,Vitreoscilla massiliensis,1863,2204,119
59,1,bacteria,63,Vitreoscilla filiformis,3,3,0
194195,1,bacteria,153491,Alysiella crassa,4139,6652,359
194195,1,bacteria,194196,Alysiella filiformis,125,195,10
538,1,bacteria,539,Eikenella corrodens,1507,5912,319
