parent_tax_id,tax_level,category,tax_id,name,kraken_classified_reads,bracken_classified_reads,nt_rpm
1868215,1,viruses,3049954,Orthopneumovirus hominis,398062,398098,182273
1868215,1,viruses,3050248,Orthopneumovirus bovis,88,88,40
162387,1,viruses,3048148,Metapneumovirus hominis,1,1,0
1513236,1,viruses,3052148,Cuevavirus lloviuense,1,1,0
2733289,1,viruses,2169919,Tibetan frog hepatitis B virus,5,5,2
10663,1,viruses,10665,Tequatrovirus T4,136,325,148
10663,1,viruses,2843957,Tequatrovirus zeezee23,3,21,9
10663,1,viruses,2049937,Tequatrovirus hy01,2,6,2
10663,1,viruses,2844128,Tequatrovirus ecomime340,1,3,1
10663,1,viruses,2846103,Tequatrovirus sgallinarium,1,4,1
10663,1,viruses,2844132,Tequatrovirus RB27,1,4,1
10663,1,viruses,2956495,Tequatrovirus RB51,1,398,182
10663,1,viruses,2844199,Tequatrovirus gee4507,1,5,2
10663,1,viruses,2956501,Tequatrovirus mlf4,1,5,2
10663,1,viruses,3052768,Tequatrovirus SHBML501,1,7,3
10663,1,viruses,2844210,Tequatrovirus lutter,1,6,2
110456,1,viruses,1985738,Teseptimavirus T7,9,33,15
542837,1,viruses,194966,Zindervirus SP6,1,1,0
2788787,1,viruses,12402,Streptococcus phage EJ-1,3,3,1
2788787,1,viruses,644007,Streptococcus phage PH10,1,1,0
2788787,1,viruses,1573458,Pseudomonas phage PS-1,1,1,0
2788787,1,viruses,1566990,Streptococcus phage SpSL1,1,1,0
2034348,1,viruses,2894395,Pseudomonas phage VB_PaeP_VL1,2,2,0
2843060,1,viruses,2846606,Stoningtonvirus VBP47,1,1,0
2733160,1,viruses,2734207,Lenusvirus SAC12,1,1,0
10358,1,viruses,3050295,Cytomegalovirus humanbeta5,669,669,306
3044732,1,viruses,3060035,Homochaacvirus californiense,5,5,2
2094720,1,viruses,2126984,Tupanvirus deep ocean,1,1,0
363628,1,viruses,2055263,Anelloviridae sp.,1,1,0
570,1,bacteria,573,Klebsiella pneumoniae,7860,46698,21381
