parent_tax_id,tax_level,category,tax_id,name,kraken_classified_reads,bracken_classified_reads,nt_rpm
2608887,1,bacteria,2598453,Streptococcus sp. 116-D4,6450,8657,1072
2608887,1,bacteria,2993430,Streptococcus sp. SP4011,6217,11727,1452
2608887,1,bacteria,712623,Streptococcus sp. oral taxon 061,5888,8126,1006
2608887,1,bacteria,3077584,Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006,5250,6556,812
2608887,1,bacteria,712633,Streptococcus sp. oral taxon 431,3513,4541,562
2608887,1,bacteria,2975324,Streptococcus sp. FSL R7-0248,2326,13194,1634
2608887,1,bacteria,2972784,Streptococcus sp. Marseille-Q6470,1416,1898,235
2608887,1,bacteria,2759692,Streptococcus sp. Marseille-Q3533,1326,1606,198
2608887,1,bacteria,1759399,Streptococcus sp. A12,1318,2089,258
2608887,1,bacteria,2610896,Streptococcus sp. LPB0220,969,2130,263
2608887,1,bacteria,1839799,Streptococcus sp. FDAARGOS_192,915,4746,587
2608887,1,bacteria,3098076,Streptococcus sp. S5,757,1841,228
2608887,1,bacteria,1902136,Streptococcus sp. NPS 308,717,1255,155
2608887,1,bacteria,3028083,Streptococcus sp. 29892,690,1049,129
2608887,1,bacteria,3098075,Streptococcus sp. S1,580,1034,128
2608887,1,bacteria,3038077,Streptococcus sp. D7B5,261,1128,139
2608887,1,bacteria,1940319,Streptococcus sp. DAT741,178,1444,178
2608887,1,bacteria,3020829,Streptococcus sp. HN38,156,940,116
2608887,1,bacteria,2954545,Streptococcus sp. FSL W7-1342,134,2074,256
2608887,1,bacteria,2576376,Streptococcus sp. 1643,125,427,52
2608887,1,bacteria,2598457,Streptococcus sp. KS 6,108,300,37
2608887,1,bacteria,2954513,Streptococcus sp. FSL K6-1323,79,940,116
2608887,1,bacteria,2975349,Streptococcus sp. FSL W8-0197,72,360,44
2608887,1,bacteria,3028082,Streptococcus sp. 29896,71,95,11
2608887,1,bacteria,712624,Streptococcus sp. oral taxon 064,70,519,64
2608887,1,bacteria,2420310,Streptococcus sp. FDAARGOS_522,63,9094,1126
2608887,1,bacteria,2664091,Streptococcus sp. zg-86,59,71,8
2608887,1,bacteria,1319,Streptococcus sp. 'group B',55,15214,1884
2608887,1,bacteria,3028084,Streptococcus sp. 29887,53,82,10
2608887,1,bacteria,3077723,Streptococcus sp. DTU_2020_1000888_1_SI_GRL_NUU_041A,32,111,13
2608887,1,bacteria,2763068,Streptococcus sp. NSJ-72,11,100,12
2608887,1,bacteria,2420309,Streptococcus sp. FDAARGOS_521,11,1933,239
2608887,1,bacteria,1313,Streptococcus pneumoniae,38328,552615,68449
2608887,1,bacteria,1308,Streptococcus thermophilus,26683,103401,12807
2608887,1,bacteria,1304,Streptococcus salivarius,24767,78163,9681
2608887,1,bacteria,28037,Streptococcus mitis,21664,36069,4467
2608887,1,bacteria,1314,Streptococcus pyogenes,15818,101548,12578
2608887,1,bacteria,1311,Streptococcus agalactiae,13152,254643,31541
2608887,1,bacteria,1307,Streptococcus suis,9785,47435,5875
2608887,1,bacteria,1303,Streptococcus oralis,7815,15084,1868
2608887,1,bacteria,2382163,Streptococcus koreensis,7520,29387,3639
2608887,1,bacteria,68892,Streptococcus infantis,6613,8810,1091
119603,1,bacteria,1334,Streptococcus dysgalactiae,3991,41047,5084
119603,1,bacteria,1336,Streptococcus equi,2072,2220,274
119603,1,bacteria,1318,Streptococcus parasanguinis,6031,11539,1429
119603,1,bacteria,113107,Streptococcus australis,6012,21195,2625
671232,1,bacteria,1328,Streptococcus anginosus,2267,6370,789
671232,1,bacteria,76860,Streptococcus constellatus,1392,1201431,148813
671232,1,bacteria,1338,Streptococcus intermedius,1283,1792,221
671232,1,bacteria,1310,Streptococcus sobrinus,4314,4411,546
671232,1,bacteria,257758,Streptococcus pseudopneumoniae,3081,6811,843
671232,1,bacteria,2781599,Streptococcus oriscaviae,2493,2681,332
671232,1,bacteria,1156431,Streptococcus ilei,2345,7996,990
671232,1,bacteria,2819619,Streptococcus toyakuensis,2100,5191,642
671232,1,bacteria,1345,Streptococcus ferus,2044,2100,260
671232,1,bacteria,1309,Streptococcus mutans,2021,3074,380
671232,1,bacteria,1305,Streptococcus sanguinis,1923,2684,332
671232,1,bacteria,1341,Streptococcus ratti,1713,1742,215
671232,1,bacteria,1346,Streptococcus iniae,1691,1843,228
671232,1,bacteria,684066,Streptococcus lactarius,1673,1911,236
671232,1,bacteria,1302,Streptococcus gordonii,1463,1647,204
671232,1,bacteria,1433513,Streptococcus gwangjuense,1441,2684,332
671232,1,bacteria,1234680,Streptococcus rubneri,1329,3407,422
671232,1,bacteria,2173853,Streptococcus chenjunshii,1247,1261,156
671232,1,bacteria,1811193,Streptococcus pantholopis,1095,1106,136
671232,1,bacteria,45634,Streptococcus cristatus,915,1052,130
671232,1,bacteria,82348,Streptococcus pluranimalium,907,1011,125
671232,1,bacteria,1111760,Streptococcus troglodytae,822,1050,130
671232,1,bacteria,361101,Streptococcus pseudoporcinus,656,757,93
671232,1,bacteria,1343,Streptococcus vestibularis,630,925,114
671232,1,bacteria,1501662,Streptococcus parasuis,627,810,100
671232,1,bacteria,1349,Streptococcus uberis,601,653,80
671232,1,bacteria,254785,Streptococcus halichoeri,552,607,75
671232,1,bacteria,2686210,Streptococcus ruminicola,538,1809,224
671232,1,bacteria,102886,Streptococcus didelphis,515,549,68
671232,1,bacteria,400065,Streptococcus merionis,448,452,55
671232,1,bacteria,1329,Streptococcus canis,383,480,59
671232,1,bacteria,1326,Streptococcus acidominimus,359,439,54
671232,1,bacteria,1814128,Streptococcus halotolerans,336,344,42
671232,1,bacteria,197614,Streptococcus pasteurianus,312,3601,446
671232,1,bacteria,149016,Streptococcus urinalis,307,406,50
671232,1,bacteria,1335,Streptococcus equinus,264,435,53
671232,1,bacteria,1348,Streptococcus parauberis,247,313,38
671232,1,bacteria,2021971,Streptococcus respiraculi,238,257,31
671232,1,bacteria,1340,Streptococcus porcinus,183,204,25
671232,1,bacteria,1888195,Streptococcus himalayensis,182,203,25
671232,1,bacteria,29389,Streptococcus alactolyticus,152,201,24
671232,1,bacteria,33040,Streptococcus milleri,105,683,84
671232,1,bacteria,1825069,Streptococcus marmotae,93,112,13
671232,1,bacteria,59310,Streptococcus macedonicus,78,798,98
671232,1,bacteria,2490633,Streptococcus periodonticum,56,280,34
671232,1,bacteria,315405,Streptococcus gallolyticus,47,180,22
671232,1,bacteria,150055,Streptococcus lutetiensis,31,59,7
671232,1,bacteria,102684,Streptococcus infantarius,8,22,2
671232,1,bacteria,1917441,Streptococcus ruminantium,6,22,2
1357,1,bacteria,2749962,Lactococcus paracarnosus,25,26,3
1357,1,bacteria,1358,Lactococcus lactis,22,39,4
1357,1,bacteria,1359,Lactococcus cremoris,20,256,31
1357,1,bacteria,1366,Lactococcus raffinolactis,20,23,2
1357,1,bacteria,2592653,Lactococcus protaetiae,10,10,1
1357,1,bacteria,1364,Lactococcus piscium,5,6,0
1357,1,bacteria,1363,Lactococcus garvieae,3,10,1
2643510,1,bacteria,2879149,Lactococcus sp. NH2-7C,1,1,0
1930830,1,bacteria,1859475,Floricoccus penangensis,41,41,5
117563,1,bacteria,137732,Granulicatella elegans,122897,142594,17662
117563,1,bacteria,46124,Granulicatella adiacens,23743,25952,3214
1470540,1,bacteria,1868793,Jeotgalibaca porci,20,156,19
1470540,1,bacteria,2496265,Jeotgalibaca ciconiae,15,176,21
2621505,1,bacteria,2908211,Jeotgalibaca sp. MA1X17-3,3,4,0
2621505,1,bacteria,1903686,Jeotgalibaca sp. PTS2502,1,230,28
2621505,1,bacteria,708126,Jeotgalibaca dankookensis,3,11,1
2621505,1,bacteria,1868794,Jeotgalibaca arthritidis,1,222,27
29393,1,bacteria,29394,Dolosigranulum pigrum,71,71,8
2747,1,bacteria,2751,Carnobacterium maltaromaticum,49,60,7
257487,1,bacteria,208596,Carnobacterium sp. 17-4,2,8,0
257487,1,bacteria,147709,Carnobacterium inhibens,2,2,0
257487,1,bacteria,174587,Carnobacterium viridans,2,2,0
257487,1,bacteria,2748,Carnobacterium divergens,1,1,0
2632303,1,bacteria,1911586,Marinilactibacillus sp. 15R,11,11,1
82800,1,bacteria,82801,Desemzia incerta,5,5,0
82802,1,bacteria,82803,Trichococcus flocculiformis,2,2,0
82802,1,bacteria,2094020,Trichococcus shcherbakoviae,2,2,0
189664,1,bacteria,189665,uncultured Trichococcus sp.,1,1,0
2759736,1,bacteria,3025672,Lacticaseibacillus pabuli,2088,2237,277
2759736,1,bacteria,47715,Lacticaseibacillus rhamnosus,49,68,8
2759736,1,bacteria,1597,Lacticaseibacillus paracasei,43,76,9
2759736,1,bacteria,57037,Lacticaseibacillus zeae,6,6,0
2759736,1,bacteria,1582,Lacticaseibacillus casei,4,5,0
2759736,1,bacteria,88233,Lacticaseibacillus manihotivorans,2,2,0
2759736,1,bacteria,171523,Lacticaseibacillus pantheris,2,2,0
2759744,1,bacteria,3068307,Lacticaseibacillus sp. NCIMB 15474,2,5,0
1578,1,bacteria,1596,Lactobacillus gasseri,57,114,14
1578,1,bacteria,1579,Lactobacillus acidophilus,49,77,9
2620435,1,bacteria,2879107,Lactobacillus sp. IBH004,17,17,2
2620435,1,bacteria,1545702,Lactobacillus sp. wkB8,6,8,0
2620435,1,bacteria,2695882,Lactobacillus sp. 3B(2020),5,5,0
2620435,1,bacteria,2099789,Lactobacillus sp. CBA3606,3,4,0
2620435,1,bacteria,2594495,Lactobacillus sp. PV034,2,2,0
2620435,1,bacteria,2983211,Lactobacillus sp. ESL0681,2,11,1
2620435,1,bacteria,1584,Lactobacillus delbrueckii,29,33,4
2620435,1,bacteria,47770,Lactobacillus crispatus,28,30,3
2620435,1,bacteria,147802,Lactobacillus iners,27,27,3
2620435,1,bacteria,1600,Lactobacillus acetotolerans,18,18,2
2620435,1,bacteria,508451,Lactobacillus taiwanensis,16,16,1
2620435,1,bacteria,1604,Lactobacillus amylovorus,14,16,1
2620435,1,bacteria,151781,Lactobacillus intestinalis,14,14,1
2620435,1,bacteria,33959,Lactobacillus johnsonii,13,14,1
2620435,1,bacteria,2269374,Lactobacillus terrae,12,12,1
2620435,1,bacteria,1587,Lactobacillus helveticus,8,14,1
2620435,1,bacteria,267818,Lactobacillus kefiranofaciens,5,6,0
2620435,1,bacteria,109790,Lactobacillus jensenii,5,5,0
2620435,1,bacteria,227945,Lactobacillus ultunensis,3,3,0
