parent_tax_id,tax_level,category,tax_id,name,kraken_classified_reads,bracken_classified_reads,nt_rpm
1817,1,bacteria,228602,Nocardia arthritidis,4160,4189,4189
1817,1,bacteria,1823,Nocardia otitidiscaviarum,3752,3797,3797
1817,1,bacteria,37329,Nocardia farcinica,1556,1641,1641
1817,1,bacteria,2749991,Nocardia gipuzkoensis,1366,1428,1428
1817,1,bacteria,37330,Nocardia nova,1305,1316,1316
1817,1,bacteria,135487,Nocardia cyriacigeorgica,1301,1355,1355
2637762,1,bacteria,2975992,Nocardia sp. NBC_00508,51,53,53
2637762,1,bacteria,2975993,Nocardia sp. NBC_00565,23,23,23
2637762,1,bacteria,2975998,Nocardia sp. NBC_01730,23,23,23
2637762,1,bacteria,1047172,Nocardia sp. CS682,20,20,20
2637762,1,bacteria,2903593,Nocardia sp. NBC_01327,18,18,18
2637762,1,bacteria,2975997,Nocardia sp. NBC_01503,17,17,17
2637762,1,bacteria,2903594,Nocardia sp. NBC_01329,13,13,13
2637762,1,bacteria,2975990,Nocardia sp. NBC_00403,12,12,12
2637762,1,bacteria,2975991,Nocardia sp. NBC_00416,12,12,12
2637762,1,bacteria,3058426,Nocardia sp. PE-7,12,13,13
1817,1,bacteria,480035,Nocardia wallacei,102,105,105
1817,1,bacteria,2984338,Nocardia sputorum,96,97,97
1817,1,bacteria,1824,Nocardia asteroides,61,62,62
1817,1,bacteria,455432,Nocardia terpenica,58,58,58
1817,1,bacteria,96468,Nocardia vinacea,29,29,29
1817,1,bacteria,2213200,Nocardia mangyaensis,23,23,23
1817,1,bacteria,209247,Nocardia yamanashiensis,21,21,21
1817,1,bacteria,37332,Nocardia seriolae,21,21,21
1817,1,bacteria,2755382,Nocardia huaxiensis,21,21,21
1817,1,bacteria,2382165,Nocardia yunnanensis,18,18,18
1817,1,bacteria,37326,Nocardia brasiliensis,17,18,18
1817,1,bacteria,2055889,Nocardia tengchongensis,12,12,12
1817,1,bacteria,53431,Nocardia salmonicida,11,11,11
1817,1,bacteria,204891,Nocardia iowensis,9,9,9
1817,1,bacteria,208602,Nocardia puris,9,9,9
1817,1,bacteria,1141657,Nocardia vulneris,4,4,4
2979332,1,bacteria,43767,Prescottella equi,4207,4328,4328
2979334,1,bacteria,3064529,Prescottella sp. R16,8,8,8
192944,1,bacteria,1805827,Rhodococcus sp. MTM3W5.2,29,29,29
192944,1,bacteria,1302308,Rhodococcus sp. P1Y,22,22,22
192944,1,bacteria,2742603,Rhodococcus sp. W8901,20,20,20
192944,1,bacteria,2567884,Rhodococcus sp. SGAir0479,18,18,18
192944,1,bacteria,1564114,Rhodococcus sp. B7740,14,14,14
192944,1,bacteria,2962047,Rhodococcus sp. Z13,13,13,13
192944,1,bacteria,2507582,Rhodococcus sp. ABRD24,12,12,12
192944,1,bacteria,2976004,Rhodococcus sp. NBC_00294,7,36,36
192944,1,bacteria,679318,Rhodococcus sp. WMMA185,7,7,7
192944,1,bacteria,2663121,Rhodococcus sp. WAY2,6,12,12
192944,1,bacteria,2806442,Rhodococcus sp. USK13,5,7,7
192944,1,bacteria,1653478,Rhodococcus sp. PBTS 1,4,5,5
192944,1,bacteria,2499145,Rhodococcus sp. X156,4,4,4
192944,1,bacteria,2795031,Rhodococcus sp. P-2,3,5,5
192944,1,bacteria,1045808,Rhodococcus sp. YL-1,2,15,15
192944,1,bacteria,2885078,Rhodococcus sp. RDE2,2,4,4
192944,1,bacteria,2976005,Rhodococcus sp. NBC_00297,2,10,10
192944,1,bacteria,2789739,Rhodococcus sp. USK10,2,2,2
192944,1,bacteria,2594007,Rhodococcus sp. WB9,1,1,1
192944,1,bacteria,2749906,Rhodococcus sp. ZPP,1,3,3
192944,1,bacteria,2812863,Rhodococcus sp. PSBB049,1,11,11
1827,1,bacteria,1828,Rhodococcus fascians,31,32,32
