parent_tax_id,tax_level,category,tax_id,name,kraken_classified_reads,bracken_classified_reads,nt_rpm
970,1,bacteria,2754044,Selenomonas timonae,10449,10518,10518
2637378,1,bacteria,712538,Selenomonas sp. oral taxon 478,2161,2257,2257
2637378,1,bacteria,713030,Selenomonas sp. oral taxon 136,1,1,1
2637378,1,bacteria,3095337,Selenomonas sp. TAMA-11512,1,1,1
970,1,bacteria,135079,Selenomonas dianae,2,2,2
673272,1,bacteria,673273,uncultured Anaeromusa sp.,3,3,3
29465,1,bacteria,39778,Veillonella dispar,1562,1653,1653
29465,1,bacteria,29466,Veillonella parvula,1064,1072,1072
29465,1,bacteria,2682456,Veillonella nakazawae,861,958,958
29465,1,bacteria,423477,Veillonella rogosae,3,3,3
29465,1,bacteria,39777,Veillonella atypica,1,1,1
29465,1,bacteria,248315,Veillonella rodentium,1,1,1
2630086,1,bacteria,2682455,Veillonella sp. S12025-13,1,1,1
1378,1,bacteria,1379,Gemella haemolysans,6816,6845,6845
1378,1,bacteria,29391,Gemella morbillorum,2,2,2
2624949,1,bacteria,2840371,Gemella sp. zg-570,1,1,1
2644029,1,bacteria,2991053,Fictibacillus sp. KU28468,2,2,2
653685,1,bacteria,1423,Bacillus subtilis,1,5,5
400634,1,bacteria,28031,Lysinibacillus fusiformis,1,1,1
1434042,1,bacteria,632773,Salisediminibacterium beveridgei,1,1,1
185978,1,bacteria,2023772,Paenibacillus sp. RUD330,1,3,3
44249,1,bacteria,1886670,Paenibacillus nuruki,2,2,2
44249,1,bacteria,2495582,Paenibacillus albus,1,1,1
1569,1,bacteria,1571,Sporosarcina ureae,1,1,1
2077,1,bacteria,269673,Sporolactobacillus terrae,1,1,1
1301,1,bacteria,1307,Streptococcus suis,1821,1919,1919
1301,1,bacteria,257758,Streptococcus pseudopneumoniae,1646,1865,1865
1301,1,bacteria,28037,Streptococcus mitis,1224,1313,1313
1301,1,bacteria,1313,Streptococcus pneumoniae,30,47,47
2608887,1,bacteria,2598453,Streptococcus sp. 116-D4,3,3,3
2608887,1,bacteria,2993430,Streptococcus sp. SP4011,3,3,3
2608887,1,bacteria,712633,Streptococcus sp. oral taxon 431,1,1,1
2608887,1,bacteria,3028083,Streptococcus sp. 29892,1,1,1
1301,1,bacteria,1303,Streptococcus oralis,4,4,4
1301,1,bacteria,1302,Streptococcus gordonii,2,2,2
1301,1,bacteria,45634,Streptococcus cristatus,2,2,2
1301,1,bacteria,1318,Streptococcus parasanguinis,2,2,2
1301,1,bacteria,197614,Streptococcus pasteurianus,1,3,3
119603,1,bacteria,1334,Streptococcus dysgalactiae,1,1,1
1301,1,bacteria,113107,Streptococcus australis,1,1,1
671232,1,bacteria,1328,Streptococcus anginosus,1,1,1
1301,1,bacteria,1433513,Streptococcus gwangjuense,1,1,1
1301,1,bacteria,1329,Streptococcus canis,1,1,1
2742598,1,bacteria,1598,Limosilactobacillus reuteri,1,1,1
189330,1,bacteria,88431,Dorea longicatena,5,5,5
46205,1,bacteria,185007,Pseudobutyrivibrio xylanivorans,3,3,3
2637578,1,bacteria,1261634,Roseburia sp. 499,1,1,1
2316020,1,bacteria,33038,Mediterraneibacter gnavus,1,1,1
207244,1,bacteria,649756,Anaerostipes hadrus,1,1,1
216851,1,bacteria,853,Faecalibacterium prausnitzii,1,1,1
2646395,1,bacteria,3030639,Faecalibacterium sp. CYL33,1,1,1
44260,1,bacteria,1525,Moorella thermoacetica,1,1,1
174708,1,bacteria,2834459,Allobaculum mucilyticum,1,1,1
1678,1,bacteria,216816,Bifidobacterium longum,11964,15222,15222
1678,1,bacteria,1685,Bifidobacterium breve,20,20,20
1678,1,bacteria,1683,Bifidobacterium angulatum,4,4,4
1678,1,bacteria,1681,Bifidobacterium bifidum,3,3,3
2608897,1,bacteria,2922857,Bifidobacterium sp. FKU,1,226,226
2608897,1,bacteria,2983236,Bifidobacterium sp. ESL0800,1,2,2
1678,1,bacteria,1680,Bifidobacterium adolescentis,2,2,2
1678,1,bacteria,2020965,Bifidobacterium imperatoris,2,2,2
1678,1,bacteria,762210,Bifidobacterium saguini,2,2,2
1678,1,bacteria,1684,Bifidobacterium asteroides,2,2,2
1678,1,bacteria,77635,Bifidobacterium subtile,1,1,1
1678,1,bacteria,1603886,Bifidobacterium lemurum,1,1,1
1678,1,bacteria,158787,Bifidobacterium scardovii,1,1,1
1678,1,bacteria,1686,Bifidobacterium catenulatum,1,1,1
1678,1,bacteria,33905,Bifidobacterium thermophilum,1,1,1
1678,1,bacteria,1689,Bifidobacterium dentium,1,1,1
1269,1,bacteria,1270,Micrococcus luteus,2319,2905,2905
2620948,1,bacteria,3101753,Micrococcus sp. HOU1,5,8,8
2620948,1,bacteria,3142261,Micrococcus sp. 2A,4,4,4
2620948,1,bacteria,1179670,Micrococcus sp. KBS0714,2,4,4
1269,1,bacteria,566027,Micrococcus yunnanensis,8,17,17
1269,1,bacteria,1273,Micrococcus lylae,3,3,3
1269,1,bacteria,2856555,Micrococcus porci,2,2,2
1269,1,bacteria,574650,Micrococcus terreus,1,1,1
32207,1,bacteria,2047,Rothia dentocariosa,717,721,721
32207,1,bacteria,43675,Rothia mucilaginosa,3,3,3
235627,1,bacteria,2861279,Arthrobacter sp. PAMC25284,2,2,2
235627,1,bacteria,3039385,Arthrobacter sp. Y-9,1,1,1
235627,1,bacteria,2651199,Arthrobacter sp. CDRTa11,1,1,1
235627,1,bacteria,2894192,Arthrobacter sp. zg-Y820,1,1,1
1663,1,bacteria,37921,Arthrobacter agilis,1,1,1
