parent_tax_id,tax_level,category,tax_id,name,kraken_classified_reads,bracken_classified_reads,nt_rpm
671232,1,bacteria,1328,Streptococcus anginosus,2750,3273,3273
671232,1,bacteria,1338,Streptococcus intermedius,2488,2660,2660
671232,1,bacteria,76860,Streptococcus constellatus,11,16,16
2608887,1,bacteria,712633,Streptococcus sp. oral taxon 431,2930,3066,3066
2608887,1,bacteria,2610896,Streptococcus sp. LPB0220,1009,1176,1176
2608887,1,bacteria,1839799,Streptococcus sp. FDAARGOS_192,395,594,594
2608887,1,bacteria,2598453,Streptococcus sp. 116-D4,370,385,385
2608887,1,bacteria,2598457,Streptococcus sp. KS 6,19,23,23
2608887,1,bacteria,2763068,Streptococcus sp. NSJ-72,6,11,11
2608887,1,bacteria,3098075,Streptococcus sp. S1,5,5,5
2608887,1,bacteria,3077723,Streptococcus sp. DTU_2020_1000888_1_SI_GRL_NUU_041A,4,5,5
2608887,1,bacteria,3077584,Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006,3,3,3
2608887,1,bacteria,2993430,Streptococcus sp. SP4011,3,3,3
2608887,1,bacteria,3098076,Streptococcus sp. S5,2,2,2
2608887,1,bacteria,2954513,Streptococcus sp. FSL K6-1323,2,4,4
2608887,1,bacteria,2972784,Streptococcus sp. Marseille-Q6470,2,2,2
2608887,1,bacteria,2975349,Streptococcus sp. FSL W8-0197,2,3,3
2608887,1,bacteria,1902136,Streptococcus sp. NPS 308,2,2,2
2608887,1,bacteria,3038077,Streptococcus sp. D7B5,1,1,1
2608887,1,bacteria,2759692,Streptococcus sp. Marseille-Q3533,1,1,1
2608887,1,bacteria,2664091,Streptococcus sp. zg-86,1,1,1
2608887,1,bacteria,712624,Streptococcus sp. oral taxon 064,1,1,1
2608887,1,bacteria,1759399,Streptococcus sp. A12,1,1,1
1301,1,bacteria,1313,Streptococcus pneumoniae,2707,3004,3004
1301,1,bacteria,45634,Streptococcus cristatus,1047,1068,1068
1301,1,bacteria,1302,Streptococcus gordonii,973,1005,1005
1301,1,bacteria,1304,Streptococcus salivarius,889,1105,1105
1301,1,bacteria,1305,Streptococcus sanguinis,838,874,874
1301,1,bacteria,1308,Streptococcus thermophilus,648,682,682
1301,1,bacteria,1335,Streptococcus equinus,417,449,449
1301,1,bacteria,1433513,Streptococcus gwangjuense,370,409,409
