parent_tax_id,tax_level,category,tax_id,name,kraken_classified_reads,bracken_classified_reads,nt_rpm
1817,1,bacteria,228602,Nocardia arthritidis,4158,4187,4187
1817,1,bacteria,1823,Nocardia otitidiscaviarum,3752,3796,3796
1817,1,bacteria,37329,Nocardia farcinica,1559,1644,1644
1817,1,bacteria,2749991,Nocardia gipuzkoensis,1375,1439,1439
1817,1,bacteria,37330,Nocardia nova,1330,1341,1341
1817,1,bacteria,135487,Nocardia cyriacigeorgica,1307,1362,1362
2637762,1,bacteria,2975992,Nocardia sp. NBC_00508,46,50,50
2637762,1,bacteria,2975993,Nocardia sp. NBC_00565,26,28,28
2637762,1,bacteria,1047172,Nocardia sp. CS682,19,20,20
2637762,1,bacteria,2975997,Nocardia sp. NBC_01503,15,16,16
2637762,1,bacteria,2903593,Nocardia sp. NBC_01327,14,14,14
2637762,1,bacteria,2975991,Nocardia sp. NBC_00416,14,15,15
2637762,1,bacteria,2975998,Nocardia sp. NBC_01730,14,15,15
2637762,1,bacteria,2903594,Nocardia sp. NBC_01329,13,14,14
2637762,1,bacteria,2975990,Nocardia sp. NBC_00403,12,12,12
2637762,1,bacteria,3058426,Nocardia sp. PE-7,4,4,4
1817,1,bacteria,480035,Nocardia wallacei,122,126,126
1817,1,bacteria,2984338,Nocardia sputorum,100,102,102
1817,1,bacteria,455432,Nocardia terpenica,57,57,57
1817,1,bacteria,1824,Nocardia asteroides,49,50,50
1817,1,bacteria,37326,Nocardia brasiliensis,24,25,25
1817,1,bacteria,96468,Nocardia vinacea,20,20,20
1817,1,bacteria,209247,Nocardia yamanashiensis,17,17,17
1817,1,bacteria,2382165,Nocardia yunnanensis,16,16,16
1817,1,bacteria,2755382,Nocardia huaxiensis,15,15,15
1817,1,bacteria,208602,Nocardia puris,14,14,14
1817,1,bacteria,53431,Nocardia salmonicida,12,12,12
1817,1,bacteria,2213200,Nocardia mangyaensis,12,12,12
1817,1,bacteria,2055889,Nocardia tengchongensis,8,8,8
1817,1,bacteria,1141657,Nocardia vulneris,7,8,8
1817,1,bacteria,37332,Nocardia seriolae,7,7,7
1817,1,bacteria,204891,Nocardia iowensis,5,5,5
2979332,1,bacteria,43767,Prescottella equi,4225,4335,4335
