parent_tax_id,tax_level,category,tax_id,name,kraken_classified_reads,nt_rpm
2842319,2,viruses,2842664,Emesvirus,15635644,903791
2842664,1,viruses,329852,Emesvirus zinderi,15635440,903780
2842664,1,viruses,329853,Emesvirus japonicum,64,3
2842319,2,viruses,2842717,Hagavirus,1,0
2842717,1,viruses,2844808,Hagavirus psychrophilum,1,0
2946630,2,viruses,12059,Enterovirus,228,13
12059,1,viruses,463676,Rhinovirus C,122,7
12059,1,viruses,147711,Rhinovirus A,105,6
2501931,2,viruses,694002,Betacoronavirus,223,12
694002,2,viruses,2509511,Sarbecovirus,223,12
2509511,1,viruses,694009,Severe acute respiratory syndrome-related coronavirus,223,12
10508,2,viruses,10509,Mastadenovirus,606,35
10509,1,viruses,108098,Human mastadenovirus B,605,34
10293,2,viruses,10294,Simplexvirus,44,2
10294,1,viruses,10298,Human alphaherpesvirus 1,44,2
2731619,2,viruses,1982251,Pahexavirus,22,1
1982251,1,viruses,1982281,Pahexavirus PHL082M03,2,0
1982251,2,viruses,2079398,unclassified Pahexavirus,2,0
2079398,1,viruses,1690805,Propionibacterium phage PAC1,2,0
1982251,1,viruses,1982256,Pahexavirus kubed,2,0
1982251,1,viruses,1982254,Pahexavirus attacne,1,0
1982251,1,viruses,1982258,Pahexavirus mrAK,1,0
1982251,1,viruses,1982308,Pahexavirus wizzo,1,0
1982251,1,viruses,1982307,Pahexavirus stormborn,1,0
1982251,1,viruses,1982286,Pahexavirus PHL113M01,1,0
1982251,1,viruses,1982287,Pahexavirus PHL114L00,1,0
1982251,1,viruses,1982302,Pahexavirus PHL308M00,1,0
1982251,1,viruses,1982266,Pahexavirus P100D,1,0
1982251,1,viruses,1982301,Pahexavirus PHL301M00,1,0
1982251,1,viruses,1982277,Pahexavirus PHL060L00,1,0
1910950,2,viruses,1910951,Alphatrevirus,1,0
1910951,1,viruses,1945582,Alphatrevirus WA45,1,0
1268,2,bacteria,1663,Arthrobacter,137412,7942
1663,1,bacteria,37928,Arthrobacter crystallopoietes,52838,3054
1663,2,bacteria,235627,unclassified Arthrobacter,40378,2333
235627,1,bacteria,1357915,Arthrobacter sp. QXT-31,2932,169
235627,1,bacteria,2879617,Arthrobacter sp. FW305-BF8,2585,149
235627,1,bacteria,2651199,Arthrobacter sp. CDRTa11,2338,135
235627,1,bacteria,2017685,Arthrobacter sp. PM3,1821,105
235627,1,bacteria,2886935,Arthrobacter sp. zg-Y453,1517,87
235627,1,bacteria,2991715,Arthrobacter sp. ATA002,1489,86
